ind,year,month,sst,logmld,sss,pCO2_clim,final_miniindex,xlon,ylat,geometry,
11033,1998,1,4.679999895,3.579557897,33.83175468,334.69375,6,232.5,-59.5,c(232.5, -59.5)
11034,1998,1,4.809999892,3.599521226,33.82343674,334.89825,6,233.5,-59.5,c(233.5, -59.5)
11035,1998,1,4.90999989,3.554793568,33.81707764,335.10275,6,234.5,-59.5,c(234.5, -59.5)
11036,1998,1,4.959999889,3.493355007,33.80984211,335.30725,6,235.5,-59.5,c(235.5, -59.5)
11037,1998,1,5.039999887,3.509069434,33.80753326,335.51175,6,236.5,-59.5,c(236.5, -59.5)
11038,1998,1,5.079999886,3.490158125,33.81919003,335.71625,6,237.5,-59.5,c(237.5, -59.5)
11039,1998,1,5.169999884,3.452224376,33.84315681,339.597,4,238.5,-59.5,c(238.5, -59.5)
11040,1998,1,5.249999883,3.437633166,33.88100052,343.47775,4,239.5,-59.5,c(239.5, -59.5)
11041,1998,1,5.339999881,3.446676684,33.88416958,347.3585,4,240.5,-59.5,c(240.5, -59.5)
11042,1998,1,5.439999878,3.474502676,33.86569595,351.23925,4,241.5,-59.5,c(241.5, -59.5)
11043,1998,1,5.539999876,3.449392208,33.8381443,355.12,10,242.5,-59.5,c(242.5, -59.5)
11044,1998,1,5.559999876,3.414289679,33.77979469,356.34475,10,243.5,-59.5,c(243.5, -59.5)
11045,1998,1,5.429999879,3.391587312,33.73666096,357.5695,10,244.5,-59.5,c(244.5, -59.5)
11046,1998,1,5.35999988,3.453436938,33.73954678,358.79425,10,245.5,-59.5,c(245.5, -59.5)
11047,1998,1,5.329999881,3.583684082,33.77354431,360.019,10,246.5,-59.5,c(246.5, -59.5)
11048,1998,1,5.339999881,3.562863803,33.78368282,361.24375,10,247.5,-59.5,c(247.5, -59.5)
11049,1998,1,5.299999882,3.511640346,33.74630356,361.01025,10,248.5,-59.5,c(248.5, -59.5)
11050,1998,1,5.36999988,3.501695536,33.72750854,360.77675,10,249.5,-59.5,c(249.5, -59.5)
11051,1998,1,5.429999879,3.552793337,33.78300571,360.54325,10,250.5,-59.5,c(250.5, -59.5)
11052,1998,1,5.489999877,3.584584793,33.81119347,360.30975,10,251.5,-59.5,c(251.5, -59.5)
11053,1998,1,5.489999877,3.572905704,33.78630257,360.07625,10,252.5,-59.5,c(252.5, -59.5)
11054,1998,1,5.629999874,3.585432467,33.77327538,360.145,10,253.5,-59.5,c(253.5, -59.5)
11055,1998,1,5.749999871,3.628710499,33.78461838,360.21375,10,254.5,-59.5,c(254.5, -59.5)
11056,1998,1,5.769999871,3.643403414,33.78249168,360.2825,10,255.5,-59.5,c(255.5, -59.5)
11057,1998,1,5.699999873,3.646828728,33.76357269,360.35125,10,256.5,-59.5,c(256.5, -59.5)
11058,1998,1,5.719999872,3.652676401,33.74881935,360.42,10,257.5,-59.5,c(257.5, -59.5)
11059,1998,1,5.80999987,3.620639214,33.74976635,360.32175,10,258.5,-59.5,c(258.5, -59.5)
11060,1998,1,5.839999869,3.60394973,33.75626087,360.2235,10,259.5,-59.5,c(259.5, -59.5)
11061,1998,1,5.699999873,3.61435997,33.74937248,360.12525,10,260.5,-59.5,c(260.5, -59.5)
11062,1998,1,5.589999875,3.604091174,33.74190903,360.027,10,261.5,-59.5,c(261.5, -59.5)
11063,1998,1,5.509999877,3.598301301,33.75532532,359.92875,10,262.5,-59.5,c(262.5, -59.5)
11064,1998,1,5.489999877,3.570984115,33.75540066,357.485,10,263.5,-59.5,c(263.5, -59.5)
11065,1998,1,5.549999876,3.572874162,33.72876644,355.04125,10,264.5,-59.5,c(264.5, -59.5)
11066,1998,1,5.629999874,3.537858271,33.72726631,352.5975,10,265.5,-59.5,c(265.5, -59.5)
11067,1998,1,5.659999873,3.488536725,33.73513508,350.15375,4,266.5,-59.5,c(266.5, -59.5)
11068,1998,1,5.629999874,3.480124933,33.75201893,347.71,4,267.5,-59.5,c(267.5, -59.5)
11069,1998,1,5.639999874,3.489731712,33.75980663,348.36925,4,268.5,-59.5,c(268.5, -59.5)
11070,1998,1,5.639999874,3.496326646,33.75213051,349.0285,4,269.5,-59.5,c(269.5, -59.5)
11071,1998,1,5.699999873,3.49855416,33.74940681,349.68775,4,270.5,-59.5,c(270.5, -59.5)
11072,1998,1,5.759999871,3.496086975,33.74672318,350.347,4,271.5,-59.5,c(271.5, -59.5)
11073,1998,1,5.909999868,3.501318349,33.74695969,351.00625,4,272.5,-59.5,c(272.5, -59.5)
11074,1998,1,5.999999866,3.494407272,33.73869038,351.7125,4,273.5,-59.5,c(273.5, -59.5)
11075,1998,1,6.129999863,3.479366007,33.73120975,352.41875,10,274.5,-59.5,c(274.5, -59.5)
11076,1998,1,6.289999859,3.488083516,33.72677517,353.125,10,275.5,-59.5,c(275.5, -59.5)
11077,1998,1,6.309999859,3.515763462,33.72376347,353.83125,10,276.5,-59.5,c(276.5, -59.5)
11078,1998,1,6.389999857,3.540729834,33.72334576,354.5375,10,277.5,-59.5,c(277.5, -59.5)
11079,1998,1,6.429999856,3.529222927,33.72652531,352.998,15,278.5,-59.5,c(278.5, -59.5)
11080,1998,1,6.439999856,3.511274607,33.72590446,351.4585,4,279.5,-59.5,c(279.5, -59.5)
11081,1998,1,6.459999856,3.491029444,33.72214699,349.919,4,280.5,-59.5,c(280.5, -59.5)
11082,1998,1,6.509999854,3.516603533,33.71038055,348.3795,4,281.5,-59.5,c(281.5, -59.5)
11083,1998,1,6.549999854,3.549429113,33.68696308,346.84,4,282.5,-59.5,c(282.5, -59.5)
11084,1998,1,6.549999854,3.522489096,33.68081379,346.438,4,283.5,-59.5,c(283.5, -59.5)
11085,1998,1,6.589999853,3.525517304,33.68997765,346.036,4,284.5,-59.5,c(284.5, -59.5)
11086,1998,1,6.509999854,3.540859527,33.69888592,345.634,4,285.5,-59.5,c(285.5, -59.5)
11087,1998,1,6.409999857,3.530394934,33.69816208,345.232,4,286.5,-59.5,c(286.5, -59.5)
11088,1998,1,6.289999859,3.489581508,33.67901897,344.83,4,287.5,-59.5,c(287.5, -59.5)
11089,1998,1,6.129999863,3.4341853,33.64853382,345.045,4,288.5,-59.5,c(288.5, -59.5)
11090,1998,1,5.989999866,3.379086828,33.6270647,345.26,4,289.5,-59.5,c(289.5, -59.5)
11091,1998,1,5.81999987,3.368874918,33.64767647,345.475,4,290.5,-59.5,c(290.5, -59.5)
11092,1998,1,5.579999875,3.434586706,33.67184734,345.69,4,291.5,-59.5,c(291.5, -59.5)
11093,1998,1,5.339999881,3.422358762,33.66905594,345.905,4,292.5,-59.5,c(292.5, -59.5)
11094,1998,1,4.90999989,3.332237594,33.63310528,346.37375,4,293.5,-59.5,c(293.5, -59.5)
11095,1998,1,4.4799999,3.16339358,33.57134151,346.8425,4,294.5,-59.5,c(294.5, -59.5)
11096,1998,1,4.159999907,3.099905138,33.53855515,347.31125,4,295.5,-59.5,c(295.5, -59.5)
11097,1998,1,4.02999991,3.059995747,33.55212688,347.78,4,296.5,-59.5,c(296.5, -59.5)
11098,1998,1,3.819999915,3.098050384,33.54137707,348.24875,4,297.5,-59.5,c(297.5, -59.5)
11099,1998,1,3.58999992,3.181947901,33.53263283,343.6185,4,298.5,-59.5,c(298.5, -59.5)
11100,1998,1,3.379999924,3.219284616,33.52523708,338.98825,4,299.5,-59.5,c(299.5, -59.5)
11101,1998,1,3.039999932,3.261225921,33.53855896,334.358,6,300.5,-59.5,c(300.5, -59.5)
11102,1998,1,2.919999935,3.29142867,33.53819656,329.72775,6,301.5,-59.5,c(301.5, -59.5)
11103,1998,1,2.809999937,3.324455846,33.57132721,325.0975,6,302.5,-59.5,c(302.5, -59.5)
11104,1998,1,2.589999942,3.334058065,33.63495445,321.99,6,303.5,-59.5,c(303.5, -59.5)
11105,1998,1,2.099999953,3.299450673,33.67101669,318.8825,6,304.5,-59.5,c(304.5, -59.5)
11106,1998,1,1.899999958,3.266956532,33.62804699,315.775,9,305.5,-59.5,c(305.5, -59.5)
11107,1998,1,1.79999996,3.222120535,33.66677761,312.6675,9,306.5,-59.5,c(306.5, -59.5)
11108,1998,1,1.699999962,3.210411532,33.7728796,309.56,9,307.5,-59.5,c(307.5, -59.5)
11109,1998,1,1.489999967,3.182095233,33.92911053,311.69375,9,308.5,-59.5,c(308.5, -59.5)
11110,1998,1,1.309999971,3.025849031,33.87897396,313.8275,9,309.5,-59.5,c(309.5, -59.5)
11111,1998,1,1.149999974,2.975447972,33.60567093,315.96125,9,310.5,-59.5,c(310.5, -59.5)
11112,1998,1,0.999999978,2.996646608,33.62870312,318.095,6,311.5,-59.5,c(311.5, -59.5)
11113,1998,1,0.719999984,2.91039195,33.66562462,320.22875,6,312.5,-59.5,c(312.5, -59.5)
11114,1998,1,0.629999986,2.896271625,33.68164253,318.4925,6,313.5,-59.5,c(313.5, -59.5)
11115,1998,1,0.599999987,2.801115673,33.64800167,316.75625,9,314.5,-59.5,c(314.5, -59.5)
11116,1998,1,0.559999987,2.861772853,33.63690186,315.02,9,315.5,-59.5,c(315.5, -59.5)
11117,1998,1,0.519999988,2.885946774,33.6485424,313.28375,9,316.5,-59.5,c(316.5, -59.5)
11118,1998,1,0.43999999,2.770434222,33.66584301,311.5475,9,317.5,-59.5,c(317.5, -59.5)
11119,1998,1,0.329999993,2.622737326,33.6443243,314.94525,9,318.5,-59.5,c(318.5, -59.5)
11120,1998,1,0.239999995,2.583125683,33.65794849,318.343,6,319.5,-59.5,c(319.5, -59.5)
11121,1998,1,0.329999993,2.613184045,33.7897644,321.74075,6,320.5,-59.5,c(320.5, -59.5)
11122,1998,1,0.269999994,2.587784714,33.81200981,325.1385,6,321.5,-59.5,c(321.5, -59.5)
11123,1998,1,0.209999995,2.613023974,34.00767136,328.53625,6,322.5,-59.5,c(322.5, -59.5)
11124,1998,1,0.159999996,2.673419219,34.07134151,328.5925,6,323.5,-59.5,c(323.5, -59.5)
11125,1998,1,0.029999999,2.68002973,34.03268147,328.64875,6,324.5,-59.5,c(324.5, -59.5)
11126,1998,1,0,2.671874375,34.01318264,328.705,6,325.5,-59.5,c(325.5, -59.5)
11127,1998,1,-0.059999999,2.671467404,34.02788448,328.76125,6,326.5,-59.5,c(326.5, -59.5)
11128,1998,1,-0.149999997,2.80532572,34.05935192,328.8175,6,327.5,-59.5,c(327.5, -59.5)
11129,1998,1,-0.339999992,2.881862391,34.05256557,329.7265,6,328.5,-59.5,c(328.5, -59.5)
11130,1998,1,-0.44999999,2.843766848,34.03782558,330.6355,6,329.5,-59.5,c(329.5, -59.5)
11131,1998,1,-0.519999988,2.831392861,34.01637268,331.5445,6,330.5,-59.5,c(330.5, -59.5)
11132,1998,1,-0.499999989,2.791680932,34.00648975,332.4535,6,331.5,-59.5,c(331.5, -59.5)
11133,1998,1,-0.369999992,2.761831172,34.0165329,333.3625,6,332.5,-59.5,c(332.5, -59.5)
11134,1998,1,-0.209999995,2.810234992,34.0479784,333.88575,6,333.5,-59.5,c(333.5, -59.5)
11135,1998,1,-0.049999999,2.781554125,34.01266861,334.409,6,334.5,-59.5,c(334.5, -59.5)
11136,1998,1,0.079999998,2.729018701,33.91654968,334.93225,6,335.5,-59.5,c(335.5, -59.5)
11137,1998,1,0.189999996,2.959302678,33.81653786,335.4555,6,336.5,-59.5,c(336.5, -59.5)
11138,1998,1,0.269999994,3.013998619,33.81408978,335.97875,6,337.5,-59.5,c(337.5, -59.5)
11139,1998,1,0.309999993,3.016745928,33.82884884,332.67925,6,338.5,-59.5,c(338.5, -59.5)
11140,1998,1,0.249999994,2.999885284,33.81249905,329.37975,6,339.5,-59.5,c(339.5, -59.5)
11141,1998,1,0,2.929147114,33.80763435,326.08025,6,340.5,-59.5,c(340.5, -59.5)
11142,1998,1,-0.099999998,2.852098938,33.79467869,322.78075,6,341.5,-59.5,c(341.5, -59.5)
11143,1998,1,-0.139999997,2.812155722,33.79690075,319.48125,6,342.5,-59.5,c(342.5, -59.5)
11144,1998,1,-0.159999996,2.754669714,33.84018993,319.763,6,343.5,-59.5,c(343.5, -59.5)
11145,1998,1,-0.179999996,2.680957845,33.87992287,320.04475,6,344.5,-59.5,c(344.5, -59.5)
11146,1998,1,-0.199999996,2.66747746,33.91541481,320.3265,6,345.5,-59.5,c(345.5, -59.5)
11147,1998,1,-0.199999996,2.6364872,33.94878864,320.60825,6,346.5,-59.5,c(346.5, -59.5)
11148,1998,1,-0.159999996,2.624155565,33.98108387,320.89,6,347.5,-59.5,c(347.5, -59.5)
11149,1998,1,-0.049999999,2.625374838,34.00848293,326.8115,6,348.5,-59.5,c(348.5, -59.5)
11150,1998,1,-0.069999998,2.67158187,34.0579443,332.733,6,349.5,-59.5,c(349.5, -59.5)
11151,1998,1,-0.129999997,2.69285509,34.08717823,338.6545,4,350.5,-59.5,c(350.5, -59.5)
11152,1998,1,-0.139999997,2.762343001,34.05990696,344.576,4,351.5,-59.5,c(351.5, -59.5)
11153,1998,1,-0.089999998,2.80169536,34.04620075,350.4975,10,352.5,-59.5,c(352.5, -59.5)
11154,1998,1,-0.069999998,2.844660203,34.07780933,349.69125,4,353.5,-59.5,c(353.5, -59.5)
11155,1998,1,-0.049999999,2.865072753,34.10204411,348.885,4,354.5,-59.5,c(354.5, -59.5)
11156,1998,1,-0.029999999,2.85920023,34.12117672,348.07875,4,355.5,-59.5,c(355.5, -59.5)
11157,1998,1,0,2.835560642,34.12805748,347.2725,4,356.5,-59.5,c(356.5, -59.5)
11158,1998,1,0.089999998,2.793430015,34.12762165,346.46625,4,357.5,-59.5,c(357.5, -59.5)
11159,1998,1,0.209999995,2.782134947,34.12244034,346.537,4,358.5,-59.5,c(358.5, -59.5)
11160,1998,1,0.299999993,2.749407444,34.12006187,346.60775,4,359.5,-59.5,c(359.5, -59.5)
11161,1998,1,0.369999992,2.874819331,34.10858536,352.1395,10,0.5,-58.5,c(0.5, -58.5)
11162,1998,1,0.379999992,2.908293058,34.11221218,352.21975,10,1.5,-58.5,c(1.5, -58.5)
11163,1998,1,0.389999991,2.898868826,34.12766266,352.3,10,2.5,-58.5,c(2.5, -58.5)
11164,1998,1,0.42999999,2.922606614,34.15810585,354.23525,10,3.5,-58.5,c(3.5, -58.5)
11165,1998,1,0.549999988,2.93316872,34.15769005,356.1705,10,4.5,-58.5,c(4.5, -58.5)
11166,1998,1,0.559999987,3.074632726,34.16361427,358.10575,10,5.5,-58.5,c(5.5, -58.5)
11167,1998,1,0.529999988,3.266107028,34.16205883,360.041,10,6.5,-58.5,c(6.5, -58.5)
11168,1998,1,0.509999989,3.372418653,34.13048744,361.97625,10,7.5,-58.5,c(7.5, -58.5)
11169,1998,1,0.479999989,3.443839339,34.09851265,362.7335,10,8.5,-58.5,c(8.5, -58.5)
11170,1998,1,0.469999989,3.380472836,34.08764839,363.49075,10,9.5,-58.5,c(9.5, -58.5)
11171,1998,1,0.489999989,3.360702479,34.07766819,364.248,10,10.5,-58.5,c(10.5, -58.5)
11172,1998,1,0.519999988,3.386001389,34.07675743,365.00525,10,11.5,-58.5,c(11.5, -58.5)
11173,1998,1,0.559999987,3.389795116,34.06811619,365.7625,10,12.5,-58.5,c(12.5, -58.5)
11174,1998,1,0.609999986,3.399526197,34.03534031,366.48775,3,13.5,-58.5,c(13.5, -58.5)
11175,1998,1,0.639999986,3.462717706,34.00348282,367.213,3,14.5,-58.5,c(14.5, -58.5)
11176,1998,1,0.659999985,3.377825864,33.97367573,367.93825,3,15.5,-58.5,c(15.5, -58.5)
11177,1998,1,0.689999985,3.351276041,33.94823456,368.6635,3,16.5,-58.5,c(16.5, -58.5)
11178,1998,1,0.719999984,3.272139363,33.90685368,369.38875,3,17.5,-58.5,c(17.5, -58.5)
11179,1998,1,0.779999983,3.276664501,33.93310452,369.70725,3,18.5,-58.5,c(18.5, -58.5)
11180,1998,1,0.869999981,3.207278885,33.95602322,370.02575,3,19.5,-58.5,c(19.5, -58.5)
11181,1998,1,0.989999978,3.183809662,33.89573288,370.34425,3,20.5,-58.5,c(20.5, -58.5)
11182,1998,1,1.129999975,3.209331622,33.80963802,370.66275,3,21.5,-58.5,c(21.5, -58.5)
11183,1998,1,1.299999971,3.211029604,33.78527451,370.98125,3,22.5,-58.5,c(22.5, -58.5)
11184,1998,1,1.499999966,3.224703077,33.77474213,370.128,3,23.5,-58.5,c(23.5, -58.5)
11185,1998,1,1.739999961,3.189109009,33.76140404,369.27475,3,24.5,-58.5,c(24.5, -58.5)
11186,1998,1,1.909999957,3.178567376,33.75915051,368.4215,3,25.5,-58.5,c(25.5, -58.5)
11187,1998,1,2.019999955,3.254620352,33.79379559,367.56825,3,26.5,-58.5,c(26.5, -58.5)
11188,1998,1,2.029999955,3.222953038,33.76617718,366.715,3,27.5,-58.5,c(27.5, -58.5)
11189,1998,1,2.049999954,3.113426124,33.72956085,368.469,3,28.5,-58.5,c(28.5, -58.5)
11190,1998,1,2.069999954,3.003051458,33.72660732,370.223,3,29.5,-58.5,c(29.5, -58.5)
11191,1998,1,2.129999952,2.942399112,33.7166996,371.977,3,30.5,-58.5,c(30.5, -58.5)
11192,1998,1,2.169999951,2.81959239,33.67195892,373.731,3,31.5,-58.5,c(31.5, -58.5)
11193,1998,1,2.119999953,2.854341738,33.64259529,375.485,3,32.5,-58.5,c(32.5, -58.5)
11194,1998,1,2.119999953,2.745227244,33.65803051,374.09225,3,33.5,-58.5,c(33.5, -58.5)
11195,1998,1,2.149999952,2.758354292,33.66072559,372.6995,3,34.5,-58.5,c(34.5, -58.5)
11196,1998,1,2.149999952,2.859086314,33.65104866,371.30675,3,35.5,-58.5,c(35.5, -58.5)
11197,1998,1,2.049999954,2.876225512,33.63780499,369.914,3,36.5,-58.5,c(36.5, -58.5)
11198,1998,1,1.999999955,2.956415381,33.64575672,368.52125,3,37.5,-58.5,c(37.5, -58.5)
11199,1998,1,1.949999956,2.982558583,33.68397331,367.827,3,38.5,-58.5,c(38.5, -58.5)
11200,1998,1,1.899999958,2.999806888,33.64801598,367.13275,3,39.5,-58.5,c(39.5, -58.5)
11201,1998,1,1.969999956,3.101670555,33.61467361,366.4385,3,40.5,-58.5,c(40.5, -58.5)
11202,1998,1,1.909999957,3.094260443,33.66909409,365.74425,10,41.5,-58.5,c(41.5, -58.5)
11203,1998,1,1.879999958,3.02950611,33.70588112,365.05,10,42.5,-58.5,c(42.5, -58.5)
11204,1998,1,1.909999957,3.202478678,33.72805023,361.898,10,43.5,-58.5,c(43.5, -58.5)
11205,1998,1,1.999999955,3.151718922,33.639781,358.746,10,44.5,-58.5,c(44.5, -58.5)
11206,1998,1,2.059999954,3.13348657,33.56400585,355.594,10,45.5,-58.5,c(45.5, -58.5)
11207,1998,1,2.099999953,3.209405628,33.55341244,352.442,10,46.5,-58.5,c(46.5, -58.5)
11208,1998,1,2.119999953,3.089877554,33.601758,349.29,4,47.5,-58.5,c(47.5, -58.5)
11209,1998,1,2.129999952,3.081345112,33.65161514,348.81825,4,48.5,-58.5,c(48.5, -58.5)
11210,1998,1,2.169999951,3.102660211,33.72109699,348.3465,4,49.5,-58.5,c(49.5, -58.5)
11211,1998,1,2.179999951,3.116153838,33.70825863,347.87475,4,50.5,-58.5,c(50.5, -58.5)
11212,1998,1,2.119999953,3.213123218,33.64052105,347.403,4,51.5,-58.5,c(51.5, -58.5)
11213,1998,1,1.999999955,3.226950057,33.62916088,346.93125,4,52.5,-58.5,c(52.5, -58.5)
11214,1998,1,1.919999957,3.292664574,33.63680267,346.19025,4,53.5,-58.5,c(53.5, -58.5)
11215,1998,1,1.929999957,3.247432144,33.64315319,345.44925,4,54.5,-58.5,c(54.5, -58.5)
11216,1998,1,1.969999956,3.360003732,33.62088966,344.70825,4,55.5,-58.5,c(55.5, -58.5)
11217,1998,1,1.969999956,3.413416251,33.56528854,343.96725,4,56.5,-58.5,c(56.5, -58.5)
11218,1998,1,1.939999957,3.441820593,33.54996109,343.22625,4,57.5,-58.5,c(57.5, -58.5)
11219,1998,1,1.929999957,3.403100094,33.59509277,343.82075,4,58.5,-58.5,c(58.5, -58.5)
11220,1998,1,1.989999956,3.446509847,33.60115242,344.41525,4,59.5,-58.5,c(59.5, -58.5)
11221,1998,1,2.049999954,3.510999042,33.56645775,345.00975,4,60.5,-58.5,c(60.5, -58.5)
11222,1998,1,2.119999953,3.535307849,33.53425598,345.60425,4,61.5,-58.5,c(61.5, -58.5)
11223,1998,1,2.129999952,3.594957252,33.52724457,346.19875,4,62.5,-58.5,c(62.5, -58.5)
11224,1998,1,2.109999953,3.561883659,33.49263573,346.31925,4,63.5,-58.5,c(63.5, -58.5)
11225,1998,1,2.139999952,3.541998795,33.44901752,346.43975,4,64.5,-58.5,c(64.5, -58.5)
11226,1998,1,2.109999953,3.474086478,33.4566164,346.56025,4,65.5,-58.5,c(65.5, -58.5)
11227,1998,1,2.039999954,3.351494463,33.50228786,346.68075,4,66.5,-58.5,c(66.5, -58.5)
11228,1998,1,1.939999957,3.337947384,33.51642513,346.80125,4,67.5,-58.5,c(67.5, -58.5)
11229,1998,1,1.869999958,3.403470528,33.50123978,347.2,4,68.5,-58.5,c(68.5, -58.5)
11230,1998,1,1.77999996,3.442661863,33.50514984,347.59875,4,69.5,-58.5,c(69.5, -58.5)
11231,1998,1,1.679999962,3.456344531,33.52177238,347.9975,4,70.5,-58.5,c(70.5, -58.5)
11232,1998,1,1.589999964,3.508427572,33.52622604,348.39625,4,71.5,-58.5,c(71.5, -58.5)
11233,1998,1,1.479999967,3.376408981,33.5484457,348.795,4,72.5,-58.5,c(72.5, -58.5)
11234,1998,1,1.369999969,3.152338885,33.69790745,351.45075,10,73.5,-58.5,c(73.5, -58.5)
11235,1998,1,1.279999971,2.992944213,33.82727718,354.1065,10,74.5,-58.5,c(74.5, -58.5)
11236,1998,1,1.169999974,2.979875269,33.90152168,356.76225,10,75.5,-58.5,c(75.5, -58.5)
11237,1998,1,1.069999976,2.999168125,33.95854759,359.418,10,76.5,-58.5,c(76.5, -58.5)
11238,1998,1,1.039999977,2.961237499,33.97055435,362.07375,10,77.5,-58.5,c(77.5, -58.5)
11239,1998,1,1.049999977,2.99937765,33.95598316,358.91525,10,78.5,-58.5,c(78.5, -58.5)
11240,1998,1,1.089999976,3.056711808,33.92083549,355.75675,10,79.5,-58.5,c(79.5, -58.5)
11241,1998,1,1.149999974,3.136532618,33.90697575,352.59825,10,80.5,-58.5,c(80.5, -58.5)
11242,1998,1,1.219999973,3.09054584,33.90598679,349.43975,4,81.5,-58.5,c(81.5, -58.5)
11243,1998,1,1.33999997,3.051683461,33.83362675,346.28125,4,82.5,-58.5,c(82.5, -58.5)
11244,1998,1,1.499999966,3.07234504,33.80534458,345.00675,4,83.5,-58.5,c(83.5, -58.5)
11245,1998,1,1.649999963,3.126960155,33.82556534,343.73225,4,84.5,-58.5,c(84.5, -58.5)
11246,1998,1,1.849999959,3.273826061,33.8354311,342.45775,4,85.5,-58.5,c(85.5, -58.5)
11247,1998,1,1.999999955,3.419401496,33.83174801,341.18325,4,86.5,-58.5,c(86.5, -58.5)
11248,1998,1,2.129999952,3.436570941,33.83574295,339.90875,4,87.5,-58.5,c(87.5, -58.5)
11249,1998,1,2.299999949,3.418630841,33.82940292,336.0915,6,88.5,-58.5,c(88.5, -58.5)
11250,1998,1,2.389999947,3.374276748,33.81983662,332.27425,6,89.5,-58.5,c(89.5, -58.5)
11251,1998,1,2.399999946,3.322498724,33.80819607,328.457,6,90.5,-58.5,c(90.5, -58.5)
11252,1998,1,2.349999947,3.327715555,33.79579067,324.63975,6,91.5,-58.5,c(91.5, -58.5)
11253,1998,1,2.24999995,3.355601749,33.7868557,320.8225,6,92.5,-58.5,c(92.5, -58.5)
11254,1998,1,2.169999951,3.371486239,33.77310371,320.9145,6,93.5,-58.5,c(93.5, -58.5)
11255,1998,1,2.129999952,3.316194324,33.77580452,321.0065,6,94.5,-58.5,c(94.5, -58.5)
11256,1998,1,2.119999953,3.29409593,33.78920078,321.0985,6,95.5,-58.5,c(95.5, -58.5)
11257,1998,1,2.21999995,3.362253697,33.81385612,321.1905,6,96.5,-58.5,c(96.5, -58.5)
11258,1998,1,2.149999952,3.413245756,33.8216629,321.2825,6,97.5,-58.5,c(97.5, -58.5)
11259,1998,1,2.049999954,3.371389689,33.79920769,324.51025,6,98.5,-58.5,c(98.5, -58.5)
11260,1998,1,2.029999955,3.365797079,33.78691483,327.738,6,99.5,-58.5,c(99.5, -58.5)
11261,1998,1,2.159999952,3.432545619,33.774086,330.96575,6,100.5,-58.5,c(100.5, -58.5)
11262,1998,1,2.23999995,3.440093336,33.78932476,334.1935,6,101.5,-58.5,c(101.5, -58.5)
11263,1998,1,2.299999949,3.446564187,33.80574799,337.42125,6,102.5,-58.5,c(102.5, -58.5)
11264,1998,1,2.339999948,3.448259818,33.76761723,338.46175,4,103.5,-58.5,c(103.5, -58.5)
11265,1998,1,2.389999947,3.466397848,33.67389297,339.50225,4,104.5,-58.5,c(104.5, -58.5)
11266,1998,1,2.459999945,3.488910779,33.65334606,340.54275,4,105.5,-58.5,c(105.5, -58.5)
11267,1998,1,2.529999943,3.490216822,33.68905735,341.58325,4,106.5,-58.5,c(106.5, -58.5)
11268,1998,1,2.589999942,3.500491371,33.72031116,342.62375,4,107.5,-58.5,c(107.5, -58.5)
11269,1998,1,2.559999943,3.481788594,33.77403831,344.94875,4,108.5,-58.5,c(108.5, -58.5)
11270,1998,1,2.629999941,3.452281159,33.76945114,347.27375,4,109.5,-58.5,c(109.5, -58.5)
11271,1998,1,2.729999939,3.388045693,33.69254017,349.59875,4,110.5,-58.5,c(110.5, -58.5)
11272,1998,1,2.869999936,3.375425328,33.60500336,351.92375,10,111.5,-58.5,c(111.5, -58.5)
11273,1998,1,2.969999934,3.389436413,33.53439331,354.24875,10,112.5,-58.5,c(112.5, -58.5)
11274,1998,1,3.10999993,3.410708795,33.62979412,353.975,10,113.5,-58.5,c(113.5, -58.5)
11275,1998,1,3.219999928,3.416280082,33.75554752,353.70125,10,114.5,-58.5,c(114.5, -58.5)
11276,1998,1,3.269999927,3.421754584,33.77950287,353.4275,10,115.5,-58.5,c(115.5, -58.5)
11277,1998,1,3.269999927,3.45732333,33.72800159,353.15375,10,116.5,-58.5,c(116.5, -58.5)
11278,1998,1,3.269999927,3.453500509,33.67178154,352.88,10,117.5,-58.5,c(117.5, -58.5)
11279,1998,1,3.239999928,3.455693566,33.67891979,351.811,10,118.5,-58.5,c(118.5, -58.5)
11280,1998,1,3.179999929,3.458215289,33.67169762,350.742,4,119.5,-58.5,c(119.5, -58.5)
11281,1998,1,3.219999928,3.468695168,33.67940044,349.673,4,120.5,-58.5,c(120.5, -58.5)
11282,1998,1,3.229999928,3.464444525,33.67603493,348.604,4,121.5,-58.5,c(121.5, -58.5)
11283,1998,1,3.259999927,3.423006531,33.63243294,347.535,4,122.5,-58.5,c(122.5, -58.5)
11284,1998,1,3.249999927,3.449294096,33.57062054,345.513,4,123.5,-58.5,c(123.5, -58.5)
11285,1998,1,3.13999993,3.430712943,33.53236485,343.491,4,124.5,-58.5,c(124.5, -58.5)
11286,1998,1,3.099999931,3.419490298,33.51088524,341.469,4,125.5,-58.5,c(125.5, -58.5)
11287,1998,1,3.13999993,3.42756232,33.51068115,339.447,4,126.5,-58.5,c(126.5, -58.5)
11288,1998,1,3.199999928,3.409827408,33.52837181,337.425,6,127.5,-58.5,c(127.5, -58.5)
11289,1998,1,3.089999931,3.44119203,33.55348492,339.49125,4,128.5,-58.5,c(128.5, -58.5)
11290,1998,1,3.13999993,3.466500072,33.56090927,341.5575,4,129.5,-58.5,c(129.5, -58.5)
11291,1998,1,3.189999929,3.433999612,33.51536274,343.62375,4,130.5,-58.5,c(130.5, -58.5)
