ind,year,month,sst,logmld,sss,pCO2_clim,final_miniindex,xlon,ylat,geometry,
43351,1998,1,20.20999955,4.845997949,34.24346447,306.195,7,150.5,30.5,c(150.5, 30.5)
43352,1998,1,20.19999955,4.866250765,34.25888443,306.83,7,151.5,30.5,c(151.5, 30.5)
43353,1998,1,20.16999955,5.047395096,34.30099297,307.465,7,152.5,30.5,c(152.5, 30.5)
43354,1998,1,20.22999955,5.15553117,34.26238346,307.95725,7,153.5,30.5,c(153.5, 30.5)
43355,1998,1,20.37999954,4.981639058,34.22956944,308.4495,7,154.5,30.5,c(154.5, 30.5)
43356,1998,1,20.51999954,4.831107859,34.25284767,308.94175,7,155.5,30.5,c(155.5, 30.5)
43357,1998,1,20.58999954,4.800137688,34.30537128,309.434,7,156.5,30.5,c(156.5, 30.5)
43358,1998,1,20.47999954,4.962938211,34.31657028,309.92625,7,157.5,30.5,c(157.5, 30.5)
43359,1998,1,20.25999955,4.949628301,34.27151108,310.05275,7,158.5,30.5,c(158.5, 30.5)
43360,1998,1,19.97999955,4.811353227,34.25919724,310.17925,7,159.5,30.5,c(159.5, 30.5)
43361,1998,1,19.94999955,4.706496336,34.30179501,310.30575,7,160.5,30.5,c(160.5, 30.5)
43362,1998,1,20.03999955,4.680739465,34.40240288,310.43225,7,161.5,30.5,c(161.5, 30.5)
43363,1998,1,20.23999955,4.685062669,34.42045784,310.55875,7,162.5,30.5,c(162.5, 30.5)
43364,1998,1,20.42999954,4.655255647,34.49160862,310.5165,7,163.5,30.5,c(163.5, 30.5)
43365,1998,1,20.43999954,4.585124032,34.65827465,310.47425,7,164.5,30.5,c(164.5, 30.5)
43366,1998,1,20.20999955,4.649097819,34.61752987,310.432,7,165.5,30.5,c(165.5, 30.5)
43367,1998,1,19.93999955,4.776069517,34.5805397,310.38975,7,166.5,30.5,c(166.5, 30.5)
43368,1998,1,19.62999956,4.802920411,34.49608707,310.3475,7,167.5,30.5,c(167.5, 30.5)
43369,1998,1,19.26999957,4.731779855,34.50143623,310.7195,7,168.5,30.5,c(168.5, 30.5)
43370,1998,1,19.14999957,4.753277664,34.57428455,311.0915,7,169.5,30.5,c(169.5, 30.5)
43371,1998,1,19.09999957,4.760634879,34.55000114,311.4635,7,170.5,30.5,c(170.5, 30.5)
43372,1998,1,19.10999957,4.684051934,34.53781891,311.8355,7,171.5,30.5,c(171.5, 30.5)
43373,1998,1,19.12999957,4.720755471,34.54145432,312.2075,7,172.5,30.5,c(172.5, 30.5)
43374,1998,1,19.04999957,4.684381993,34.54519653,312.44725,7,173.5,30.5,c(173.5, 30.5)
43375,1998,1,18.90999958,4.710697329,34.35915279,312.687,7,174.5,30.5,c(174.5, 30.5)
43376,1998,1,18.73999958,4.732968264,34.35773468,312.92675,7,175.5,30.5,c(175.5, 30.5)
43377,1998,1,18.58999958,4.678068011,34.44835377,313.1665,7,176.5,30.5,c(176.5, 30.5)
43378,1998,1,18.42999959,4.643883695,34.57969761,313.40625,7,177.5,30.5,c(177.5, 30.5)
43379,1998,1,18.33999959,4.658645046,34.48687458,313.8,7,178.5,30.5,c(178.5, 30.5)
43380,1998,1,18.34999959,4.678687938,34.408288,314.19375,7,179.5,30.5,c(179.5, 30.5)
43381,1998,1,18.46999959,4.675644449,34.47309303,314.5875,7,180.5,30.5,c(180.5, 30.5)
43382,1998,1,18.43999959,4.713688424,34.44315529,314.98125,7,181.5,30.5,c(181.5, 30.5)
43383,1998,1,18.32999959,4.74280007,34.32214451,315.375,7,182.5,30.5,c(182.5, 30.5)
43384,1998,1,18.18999959,4.72727371,34.32266712,315.83475,7,183.5,30.5,c(183.5, 30.5)
43385,1998,1,18.38999959,4.739047058,34.3431282,316.2945,7,184.5,30.5,c(184.5, 30.5)
43386,1998,1,18.33999959,4.726924291,34.29743385,316.75425,7,185.5,30.5,c(185.5, 30.5)
43387,1998,1,18.25999959,4.698935576,34.26263714,317.214,7,186.5,30.5,c(186.5, 30.5)
43388,1998,1,18.16999959,4.64524412,34.21048737,317.67375,7,187.5,30.5,c(187.5, 30.5)
43389,1998,1,18.25999959,4.570718174,34.19168091,317.53825,7,188.5,30.5,c(188.5, 30.5)
43390,1998,1,18.0599996,4.588517319,34.21792507,317.40275,7,189.5,30.5,c(189.5, 30.5)
43391,1998,1,17.9099996,4.576992779,34.17456436,317.26725,7,190.5,30.5,c(190.5, 30.5)
43392,1998,1,17.8799996,4.557406856,34.20642185,317.13175,7,191.5,30.5,c(191.5, 30.5)
43393,1998,1,18.0199996,4.526344485,34.421772,316.99625,7,192.5,30.5,c(192.5, 30.5)
43394,1998,1,18.0299996,4.534305487,34.5257864,317.786,7,193.5,30.5,c(193.5, 30.5)
43395,1998,1,17.9599996,4.547103379,34.37869644,318.57575,7,194.5,30.5,c(194.5, 30.5)
43396,1998,1,17.8999996,4.525463776,33.92129135,319.3655,7,195.5,30.5,c(195.5, 30.5)
43397,1998,1,17.8799996,4.551557849,33.79824162,320.15525,7,196.5,30.5,c(196.5, 30.5)
43398,1998,1,17.7899996,4.603200999,33.90933704,320.945,7,197.5,30.5,c(197.5, 30.5)
43399,1998,1,17.7199996,4.59110793,34.04628181,321.27725,7,198.5,30.5,c(198.5, 30.5)
43400,1998,1,17.7899996,4.638516278,34.14697933,321.6095,7,199.5,30.5,c(199.5, 30.5)
43401,1998,1,18.15999959,4.661834992,34.27342319,321.94175,7,200.5,30.5,c(200.5, 30.5)
43402,1998,1,18.27999959,4.638370327,34.29212189,322.274,7,201.5,30.5,c(201.5, 30.5)
43403,1998,1,18.31999959,4.672479108,34.0456686,322.60625,7,202.5,30.5,c(202.5, 30.5)
43404,1998,1,18.42999959,4.828678565,33.97797203,324.38275,7,203.5,30.5,c(203.5, 30.5)
43405,1998,1,18.71999958,4.940328653,34.01529408,326.15925,7,204.5,30.5,c(204.5, 30.5)
43406,1998,1,18.75999958,4.905567389,33.88461304,327.93575,7,205.5,30.5,c(205.5, 30.5)
43407,1998,1,18.72999958,4.901606233,33.94527721,329.71225,2,206.5,30.5,c(206.5, 30.5)
43408,1998,1,18.74999958,4.942863869,34.12465858,331.48875,2,207.5,30.5,c(207.5, 30.5)
43409,1998,1,18.90999958,4.942542606,35.11215305,331.2065,2,208.5,30.5,c(208.5, 30.5)
43410,1998,1,18.95999958,4.913995829,35.42628765,330.92425,2,209.5,30.5,c(209.5, 30.5)
43411,1998,1,18.94999958,4.940230528,35.42098618,330.642,2,210.5,30.5,c(210.5, 30.5)
43412,1998,1,18.97999958,4.969231055,34.9398737,330.35975,2,211.5,30.5,c(211.5, 30.5)
43413,1998,1,19.11999957,4.861706015,34.55639839,330.0775,2,212.5,30.5,c(212.5, 30.5)
43414,1998,1,19.16999957,4.858042645,34.4098568,331.91475,2,213.5,30.5,c(213.5, 30.5)
43415,1998,1,19.17999957,4.970015528,34.31734562,333.752,2,214.5,30.5,c(214.5, 30.5)
43416,1998,1,19.12999957,5.00705892,34.51429272,335.58925,2,215.5,30.5,c(215.5, 30.5)
43417,1998,1,19.02999957,4.981700804,34.62528038,337.4265,2,216.5,30.5,c(216.5, 30.5)
43418,1998,1,18.99999958,4.843354178,34.51566982,339.26375,2,217.5,30.5,c(217.5, 30.5)
43419,1998,1,19.00999958,4.76329619,34.13132668,339.5735,2,218.5,30.5,c(218.5, 30.5)
43420,1998,1,18.99999958,4.885759391,34.03830433,339.88325,2,219.5,30.5,c(219.5, 30.5)
43421,1998,1,18.80999958,4.87855957,34.03173447,340.193,2,220.5,30.5,c(220.5, 30.5)
43422,1998,1,18.78999958,4.884212741,34.03301811,340.50275,2,221.5,30.5,c(221.5, 30.5)
43423,1998,1,18.83999958,4.942952515,34.03113937,340.8125,2,222.5,30.5,c(222.5, 30.5)
43424,1998,1,18.78999958,4.922511763,33.86410332,340.81625,2,223.5,30.5,c(223.5, 30.5)
43425,1998,1,18.51999959,4.887779687,33.90789318,340.82,2,224.5,30.5,c(224.5, 30.5)
43426,1998,1,18.50999959,4.917328503,33.78201199,340.82375,2,225.5,30.5,c(225.5, 30.5)
43427,1998,1,18.50999959,4.899031425,33.61888313,340.8275,2,226.5,30.5,c(226.5, 30.5)
43428,1998,1,18.37999959,4.913827771,33.57747936,340.83125,2,227.5,30.5,c(227.5, 30.5)
43429,1998,1,18.0599996,4.953641973,33.7928009,342.0295,2,228.5,30.5,c(228.5, 30.5)
43430,1998,1,17.8999996,4.826207909,34.00238705,343.22775,2,229.5,30.5,c(229.5, 30.5)
43431,1998,1,17.7899996,4.765373132,33.67642689,344.426,2,230.5,30.5,c(230.5, 30.5)
43432,1998,1,17.6799996,4.728315624,33.70811558,345.62425,14,231.5,30.5,c(231.5, 30.5)
43433,1998,1,17.52999961,4.622634527,33.67568398,346.8225,14,232.5,30.5,c(232.5, 30.5)
43434,1998,1,17.41999961,4.452903007,33.27561951,348.1805,14,233.5,30.5,c(233.5, 30.5)
43435,1998,1,17.31999961,4.404292601,33.55020809,349.5385,15,234.5,30.5,c(234.5, 30.5)
43436,1998,1,17.21999962,4.569353515,33.52724934,350.8965,15,235.5,30.5,c(235.5, 30.5)
43437,1998,1,17.10999962,4.555576334,33.44287968,352.2545,15,236.5,30.5,c(236.5, 30.5)
43438,1998,1,17.00999962,4.405856046,33.61257935,353.6125,15,237.5,30.5,c(237.5, 30.5)
43439,1998,1,16.95999962,4.432555504,33.51404572,353.9782857,15,238.5,30.5,c(238.5, 30.5)
43440,1998,1,17.03999962,4.498871393,33.55637932,354.466,15,239.5,30.5,c(239.5, 30.5)
43441,1998,1,17.29999961,4.461345569,33.63095951,355.1488,15,240.5,30.5,c(240.5, 30.5)
43442,1998,1,17.6899996,4.411499401,33.84985924,356.173,15,241.5,30.5,c(241.5, 30.5)
43443,1998,1,18.0799996,4.394464392,33.93263912,357.88,15,242.5,30.5,c(242.5, 30.5)
43444,1998,1,18.35999959,4.416612191,33.92820072,357.88,15,243.5,30.5,c(243.5, 30.5)
43446,1998,1,18.92999958,4.684325627,35.71079159,357.88,15,245.5,30.5,c(245.5, 30.5)
43447,1998,1,19.03999957,4.652558846,35.43864632,357.88,15,246.5,30.5,c(246.5, 30.5)
43471,1998,1,15.11999966,2.302585093,32.01304817,360.22,15,270.5,30.5,c(270.5, 30.5)
43472,1998,1,15.88999964,2.480991835,31.47316933,359.65,15,271.5,30.5,c(271.5, 30.5)
43473,1998,1,16.50999963,2.942379081,32.92861176,359.08,15,272.5,30.5,c(272.5, 30.5)
43474,1998,1,16.63999963,3.64695214,35.00295067,358.064,15,273.5,30.5,c(273.5, 30.5)
43475,1998,1,16.44999963,2.803441411,35.07858658,357.048,15,274.5,30.5,c(274.5, 30.5)
43479,1998,1,18.93999958,2.806152537,36.21708298,347.1425,14,278.5,30.5,c(278.5, 30.5)
43480,1998,1,20.07999955,3.598293336,36.02927399,343.028,2,279.5,30.5,c(279.5, 30.5)
43481,1998,1,21.75999951,4.367444607,35.92773628,340.285,2,280.5,30.5,c(280.5, 30.5)
43482,1998,1,22.64999949,4.59673258,36.02420902,338.3257143,2,281.5,30.5,c(281.5, 30.5)
43483,1998,1,22.92999949,4.907830275,36.06353855,336.85625,2,282.5,30.5,c(282.5, 30.5)
43484,1998,1,22.65999949,5.023021102,36.17891216,333.9215,2,283.5,30.5,c(283.5, 30.5)
43485,1998,1,21.83999951,4.965043476,36.2079792,330.98675,2,284.5,30.5,c(284.5, 30.5)
43486,1998,1,21.26999952,4.932205309,36.18334961,328.052,2,285.5,30.5,c(285.5, 30.5)
43487,1998,1,20.90999953,4.946591149,36.10860729,325.11725,7,286.5,30.5,c(286.5, 30.5)
43488,1998,1,20.78999954,5.104785949,36.09180069,322.1825,7,287.5,30.5,c(287.5, 30.5)
43489,1998,1,20.93999953,5.148355525,36.12386799,323.357,7,288.5,30.5,c(288.5, 30.5)
43490,1998,1,21.11999953,5.070441835,36.11398792,324.5315,7,289.5,30.5,c(289.5, 30.5)
43491,1998,1,21.27999952,5.109559654,36.13592625,325.706,7,290.5,30.5,c(290.5, 30.5)
43492,1998,1,21.38999952,5.160104427,36.41467571,326.8805,7,291.5,30.5,c(291.5, 30.5)
43493,1998,1,21.49999952,5.048065757,36.3769455,328.055,2,292.5,30.5,c(292.5, 30.5)
43494,1998,1,21.47999952,4.893503714,36.31638908,326.97375,7,293.5,30.5,c(293.5, 30.5)
43495,1998,1,21.44999952,4.868801061,36.39578819,325.8925,7,294.5,30.5,c(294.5, 30.5)
43496,1998,1,21.41999952,4.941845303,36.47975254,324.81125,7,295.5,30.5,c(295.5, 30.5)
43497,1998,1,21.56999952,4.944981292,36.50322342,323.73,7,296.5,30.5,c(296.5, 30.5)
43498,1998,1,21.57999952,4.882428279,36.42287064,322.64875,7,297.5,30.5,c(297.5, 30.5)
43499,1998,1,21.60999952,4.765749995,36.23851109,325.2985,7,298.5,30.5,c(298.5, 30.5)
43500,1998,1,21.62999952,4.763462005,35.97824955,327.94825,2,299.5,30.5,c(299.5, 30.5)
43501,1998,1,21.68999952,4.832897256,36.08752918,330.598,2,300.5,30.5,c(300.5, 30.5)
43502,1998,1,21.69999951,4.904663497,36.22513294,333.24775,2,301.5,30.5,c(301.5, 30.5)
43503,1998,1,21.67999952,4.856361119,36.22508144,335.8975,2,302.5,30.5,c(302.5, 30.5)
43504,1998,1,21.60999952,4.753035772,36.05617332,336.53975,2,303.5,30.5,c(303.5, 30.5)
43505,1998,1,21.56999952,4.799424231,35.8617897,337.182,2,304.5,30.5,c(304.5, 30.5)
43506,1998,1,21.38999952,4.8298763,35.74350262,337.82425,2,305.5,30.5,c(305.5, 30.5)
43507,1998,1,21.13999953,4.866010193,35.75908566,338.4665,2,306.5,30.5,c(306.5, 30.5)
43508,1998,1,20.89999953,4.838686675,35.85032749,339.10875,2,307.5,30.5,c(307.5, 30.5)
43509,1998,1,20.91999953,4.774088491,36.11066532,339.5285,2,308.5,30.5,c(308.5, 30.5)
43510,1998,1,20.94999953,4.834438418,35.71896076,339.94825,2,309.5,30.5,c(309.5, 30.5)
43511,1998,1,21.02999953,4.800227549,35.59139729,340.368,2,310.5,30.5,c(310.5, 30.5)
43512,1998,1,21.09999953,4.719664218,35.39072418,340.78775,2,311.5,30.5,c(311.5, 30.5)
43513,1998,1,21.06999953,4.570911176,35.51642704,341.2075,2,312.5,30.5,c(312.5, 30.5)
43514,1998,1,20.99999953,4.57619075,35.70322037,342.76475,2,313.5,30.5,c(313.5, 30.5)
43515,1998,1,20.97999953,4.701262951,35.52863407,344.322,14,314.5,30.5,c(314.5, 30.5)
43516,1998,1,20.95999953,4.816072579,35.72401524,345.87925,14,315.5,30.5,c(315.5, 30.5)
43517,1998,1,20.80999953,4.626286581,35.65937996,347.4365,14,316.5,30.5,c(316.5, 30.5)
43518,1998,1,20.75999954,4.592534331,35.48751354,348.99375,14,317.5,30.5,c(317.5, 30.5)
43519,1998,1,20.66999954,4.578934432,35.65552425,348.02875,14,318.5,30.5,c(318.5, 30.5)
43520,1998,1,20.59999954,4.567286589,35.56175709,347.06375,14,319.5,30.5,c(319.5, 30.5)
43521,1998,1,20.62999954,4.62168333,35.43382359,346.09875,14,320.5,30.5,c(320.5, 30.5)
43522,1998,1,20.70999954,4.56466249,35.43579197,345.13375,14,321.5,30.5,c(321.5, 30.5)
43523,1998,1,20.77999954,4.549088914,35.43390656,344.16875,14,322.5,30.5,c(322.5, 30.5)
43524,1998,1,20.82999953,4.551006133,35.42238235,344.47075,14,323.5,30.5,c(323.5, 30.5)
43525,1998,1,20.72999954,4.519067772,35.453475,344.77275,14,324.5,30.5,c(324.5, 30.5)
43526,1998,1,20.63999954,4.54134797,35.43496037,345.07475,14,325.5,30.5,c(325.5, 30.5)
43527,1998,1,20.57999954,4.529329682,35.27731991,345.37675,14,326.5,30.5,c(326.5, 30.5)
43528,1998,1,20.58999954,4.58623388,35.39951801,345.67875,14,327.5,30.5,c(327.5, 30.5)
43529,1998,1,20.57999954,4.588638309,35.51016712,345.413,14,328.5,30.5,c(328.5, 30.5)
43530,1998,1,20.68999954,4.612925283,35.83362198,345.14725,14,329.5,30.5,c(329.5, 30.5)
43531,1998,1,20.79999954,4.596340022,35.9926405,344.8815,14,330.5,30.5,c(330.5, 30.5)
43532,1998,1,20.83999953,4.59289621,35.90297318,344.61575,14,331.5,30.5,c(331.5, 30.5)
43533,1998,1,20.71999954,4.595593383,36.12219524,344.35,14,332.5,30.5,c(332.5, 30.5)
43534,1998,1,20.65999954,4.595167525,35.93723774,345.28775,14,333.5,30.5,c(333.5, 30.5)
43535,1998,1,20.60999954,4.602999343,35.68036461,346.2255,14,334.5,30.5,c(334.5, 30.5)
43536,1998,1,20.59999954,4.647633348,35.63087463,347.16325,14,335.5,30.5,c(335.5, 30.5)
43537,1998,1,20.63999954,4.665439876,36.20458984,348.101,14,336.5,30.5,c(336.5, 30.5)
43538,1998,1,20.62999954,4.670994085,36.48786545,349.03875,14,337.5,30.5,c(337.5, 30.5)
43539,1998,1,20.56999954,4.689409251,36.09119225,349.32075,14,338.5,30.5,c(338.5, 30.5)
43540,1998,1,20.46999954,4.635218256,36.01789665,349.60275,14,339.5,30.5,c(339.5, 30.5)
43541,1998,1,20.35999954,4.627746321,36.04681873,349.88475,14,340.5,30.5,c(340.5, 30.5)
43542,1998,1,20.18999955,4.788724111,36.24715233,350.16675,14,341.5,30.5,c(341.5, 30.5)
43543,1998,1,20.04999955,4.669731782,36.46213627,350.44875,14,342.5,30.5,c(342.5, 30.5)
43544,1998,1,19.96999955,4.678240409,36.53445911,349.9502703,14,343.5,30.5,c(343.5, 30.5)
43545,1998,1,19.84999956,4.710467011,36.56610394,349.3638235,14,344.5,30.5,c(344.5, 30.5)
43546,1998,1,19.65999956,4.722082803,36.58252048,348.663871,14,345.5,30.5,c(345.5, 30.5)
43547,1998,1,19.39999957,4.673527476,36.43070793,347.8139286,14,346.5,30.5,c(346.5, 30.5)
43548,1998,1,19.07999957,4.607636172,36.05319118,346.76,14,347.5,30.5,c(347.5, 30.5)
43549,1998,1,18.67999958,4.575747928,36.0127182,346.76,14,348.5,30.5,c(348.5, 30.5)
43550,1998,1,18.40999959,4.848776606,35.92093468,346.76,14,349.5,30.5,c(349.5, 30.5)
43551,1998,1,18.25999959,4.545889724,35.84379005,346.76,14,350.5,30.5,c(350.5, 30.5)
43684,1998,1,12.37999972,3.751467957,32.50776482,322.1,7,123.5,31.5,c(123.5, 31.5)
43685,1998,1,14.94999967,3.910995171,34.19582272,322.1,7,124.5,31.5,c(124.5, 31.5)
43686,1998,1,16.50999963,4.017932842,34.14300728,322.1,7,125.5,31.5,c(125.5, 31.5)
43687,1998,1,17.63999961,4.410318218,34.09922218,322.1,7,126.5,31.5,c(126.5, 31.5)
43688,1998,1,18.76999958,4.561095409,34.30184555,322.1,7,127.5,31.5,c(127.5, 31.5)
43689,1998,1,20.25999955,4.571217662,34.43749142,321.5421212,7,128.5,31.5,c(128.5, 31.5)
43690,1998,1,20.93999953,4.571916863,34.3517189,320.6838462,7,129.5,31.5,c(129.5, 31.5)
43691,1998,1,21.19999953,4.470217287,34.18147373,319.1931579,7,130.5,31.5,c(130.5, 31.5)
43692,1998,1,21.41999952,4.561566417,34.42299271,315.9633333,7,131.5,31.5,c(131.5, 31.5)
43693,1998,1,21.90999951,4.80744608,34.68702412,303.69,7,132.5,31.5,c(132.5, 31.5)
43694,1998,1,22.01999951,4.858288811,34.75421143,307.1216667,7,133.5,31.5,c(133.5, 31.5)
43695,1998,1,21.88999951,5.013712418,34.76827621,308.0247368,7,134.5,31.5,c(134.5, 31.5)
43696,1998,1,21.66999952,5.040983202,34.80368233,308.4415385,7,135.5,31.5,c(135.5, 31.5)
43697,1998,1,21.32999952,5.16751948,34.80987644,308.6815152,7,136.5,31.5,c(136.5, 31.5)
43698,1998,1,21.02999953,5.286726887,34.8012991,308.8375,7,137.5,31.5,c(137.5, 31.5)
43699,1998,1,20.76999954,5.090730376,34.79011726,307.6705,7,138.5,31.5,c(138.5, 31.5)
43700,1998,1,20.58999954,4.979099419,34.7613306,306.5035,7,139.5,31.5,c(139.5, 31.5)
43701,1998,1,20.66999954,4.93230078,34.68353081,305.3365,7,140.5,31.5,c(140.5, 31.5)
43702,1998,1,20.70999954,4.971576539,34.71183681,304.1695,7,141.5,31.5,c(141.5, 31.5)
43703,1998,1,20.68999954,5.073050247,34.75004768,303.0025,7,142.5,31.5,c(142.5, 31.5)
43704,1998,1,20.62999954,5.00331319,34.72773266,303.152,7,143.5,31.5,c(143.5, 31.5)
43705,1998,1,20.50999954,4.873353003,34.55898571,303.3015,7,144.5,31.5,c(144.5, 31.5)
43706,1998,1,20.44999954,4.723361934,34.35026264,303.451,7,145.5,31.5,c(145.5, 31.5)
43707,1998,1,20.41999954,4.780407265,34.44888878,303.6005,7,146.5,31.5,c(146.5, 31.5)
43708,1998,1,20.37999954,4.943992743,34.45124531,303.75,7,147.5,31.5,c(147.5, 31.5)
43709,1998,1,20.32999955,5.054360417,34.42815304,304.347,7,148.5,31.5,c(148.5, 31.5)
43710,1998,1,20.29999955,5.070015179,34.31398201,304.944,7,149.5,31.5,c(149.5, 31.5)
43711,1998,1,20.24999955,5.077376541,34.24252129,305.541,7,150.5,31.5,c(150.5, 31.5)
43712,1998,1,20.11999955,5.188068505,34.30900097,306.138,7,151.5,31.5,c(151.5, 31.5)
43713,1998,1,19.74999956,5.252130158,34.36823559,306.735,7,152.5,31.5,c(152.5, 31.5)
43714,1998,1,19.67999956,5.139556703,34.3471384,307.38575,7,153.5,31.5,c(153.5, 31.5)
43715,1998,1,19.76999956,5.027560967,34.27898026,308.0365,7,154.5,31.5,c(154.5, 31.5)
43716,1998,1,19.84999956,4.880639415,34.26453781,308.68725,7,155.5,31.5,c(155.5, 31.5)
43717,1998,1,19.81999956,4.863092646,34.29202461,309.338,7,156.5,31.5,c(156.5, 31.5)
43718,1998,1,19.68999956,5.068558877,34.30585289,309.98875,7,157.5,31.5,c(157.5, 31.5)
43719,1998,1,19.47999956,5.102259771,34.30895042,309.78425,7,158.5,31.5,c(158.5, 31.5)
43720,1998,1,19.22999957,5.110465449,34.29500198,309.57975,7,159.5,31.5,c(159.5, 31.5)
43721,1998,1,19.32999957,4.926389312,34.34071732,309.37525,7,160.5,31.5,c(160.5, 31.5)
43722,1998,1,19.37999957,4.804859869,34.41979599,309.17075,7,161.5,31.5,c(161.5, 31.5)
43723,1998,1,19.51999956,4.915362849,34.45649433,308.96625,7,162.5,31.5,c(162.5, 31.5)
43724,1998,1,19.65999956,4.878165252,34.50424004,308.8415,7,163.5,31.5,c(163.5, 31.5)
43725,1998,1,19.76999956,4.762207669,34.52884007,308.71675,7,164.5,31.5,c(164.5, 31.5)
43726,1998,1,19.58999956,4.758129668,34.54488373,308.592,7,165.5,31.5,c(165.5, 31.5)
43727,1998,1,19.37999957,4.850253847,34.55454159,308.46725,7,166.5,31.5,c(166.5, 31.5)
43728,1998,1,19.16999957,4.901100736,34.54977894,308.3425,7,167.5,31.5,c(167.5, 31.5)
43729,1998,1,18.81999958,4.888996654,34.43955135,308.7265,7,168.5,31.5,c(168.5, 31.5)
43730,1998,1,18.70999958,4.967657368,34.40951824,309.1105,7,169.5,31.5,c(169.5, 31.5)
43731,1998,1,18.61999958,4.91116685,34.40121651,309.4945,7,170.5,31.5,c(170.5, 31.5)
43732,1998,1,18.52999959,4.736262007,34.3827486,309.8785,7,171.5,31.5,c(171.5, 31.5)
43733,1998,1,18.36999959,4.788981956,34.40813351,310.2625,7,172.5,31.5,c(172.5, 31.5)
43734,1998,1,18.30999959,4.947165802,34.47210884,310.76375,7,173.5,31.5,c(173.5, 31.5)
43735,1998,1,18.23999959,4.831601298,34.39288998,311.265,7,174.5,31.5,c(174.5, 31.5)
43736,1998,1,18.14999959,4.90794392,34.35041809,311.76625,7,175.5,31.5,c(175.5, 31.5)
43737,1998,1,18.0299996,4.873833159,34.42386723,312.2675,7,176.5,31.5,c(176.5, 31.5)
43738,1998,1,17.7299996,4.846114226,34.43132401,312.76875,7,177.5,31.5,c(177.5, 31.5)
43739,1998,1,17.45999961,4.859735038,34.21903992,313.016,7,178.5,31.5,c(178.5, 31.5)
43740,1998,1,17.31999961,4.806337784,34.05848503,313.26325,7,179.5,31.5,c(179.5, 31.5)
43741,1998,1,17.45999961,4.805053624,34.26013374,313.5105,7,180.5,31.5,c(180.5, 31.5)
43742,1998,1,17.41999961,4.77305643,34.39398098,313.75775,7,181.5,31.5,c(181.5, 31.5)
43743,1998,1,17.30999961,4.722789252,34.21718407,314.005,7,182.5,31.5,c(182.5, 31.5)
43744,1998,1,17.20999962,4.705948329,34.18023491,314.43025,7,183.5,31.5,c(183.5, 31.5)
43745,1998,1,17.43999961,4.662709417,34.24040794,314.8555,7,184.5,31.5,c(184.5, 31.5)
43746,1998,1,17.41999961,4.625180528,34.28990078,315.28075,7,185.5,31.5,c(185.5, 31.5)
43747,1998,1,17.35999961,4.692552099,34.26279354,315.706,7,186.5,31.5,c(186.5, 31.5)
43748,1998,1,17.26999961,4.65810586,34.22921658,316.13125,7,187.5,31.5,c(187.5, 31.5)
43749,1998,1,17.22999961,4.586497882,34.19842529,316.11675,7,188.5,31.5,c(188.5, 31.5)
43750,1998,1,17.06999962,4.583480488,34.13529682,316.10225,7,189.5,31.5,c(189.5, 31.5)
43751,1998,1,16.95999962,4.587157029,34.03930855,316.08775,7,190.5,31.5,c(190.5, 31.5)
43752,1998,1,16.92999962,4.56019329,34.08093452,316.07325,7,191.5,31.5,c(191.5, 31.5)
43753,1998,1,17.01999962,4.574366583,34.14202976,316.05875,7,192.5,31.5,c(192.5, 31.5)
43754,1998,1,17.00999962,4.610673359,34.14283466,316.626,7,193.5,31.5,c(193.5, 31.5)
43755,1998,1,16.95999962,4.646396126,33.92287731,317.19325,7,194.5,31.5,c(194.5, 31.5)
43756,1998,1,16.93999962,4.701182132,33.66812134,317.7605,7,195.5,31.5,c(195.5, 31.5)
43757,1998,1,17.01999962,4.796420525,33.57606983,318.32775,7,196.5,31.5,c(196.5, 31.5)
43758,1998,1,16.93999962,4.772453952,33.73061657,318.895,7,197.5,31.5,c(197.5, 31.5)
43759,1998,1,16.83999962,4.765536367,33.93302345,319.39775,7,198.5,31.5,c(198.5, 31.5)
43760,1998,1,16.89999962,4.728456946,34.07485294,319.9005,7,199.5,31.5,c(199.5, 31.5)
43761,1998,1,17.26999961,4.771469857,34.13422203,320.40325,7,200.5,31.5,c(200.5, 31.5)
43762,1998,1,17.37999961,4.820759848,34.10393524,320.906,7,201.5,31.5,c(201.5, 31.5)
43763,1998,1,17.40999961,4.785832046,33.91230106,321.40875,7,202.5,31.5,c(202.5, 31.5)
43764,1998,1,17.48999961,4.769823521,34.08592033,322.73425,7,203.5,31.5,c(203.5, 31.5)
43765,1998,1,17.7699996,4.83254198,33.97345829,324.05975,7,204.5,31.5,c(204.5, 31.5)
43766,1998,1,17.8199996,4.808792771,33.79544258,325.38525,7,205.5,31.5,c(205.5, 31.5)
43767,1998,1,17.7999996,4.912161773,33.75995541,326.71075,7,206.5,31.5,c(206.5, 31.5)
43768,1998,1,17.8399996,4.953127394,34.12077808,328.03625,7,207.5,31.5,c(207.5, 31.5)
43769,1998,1,18.0199996,4.945478185,34.66479969,328.6715,2,208.5,31.5,c(208.5, 31.5)
43770,1998,1,18.0599996,4.820483162,34.94890881,329.30675,2,209.5,31.5,c(209.5, 31.5)
43771,1998,1,18.0499996,4.803993415,35.1198988,329.942,2,210.5,31.5,c(210.5, 31.5)
43772,1998,1,18.0799996,4.767325376,35.18809128,330.57725,2,211.5,31.5,c(211.5, 31.5)
43773,1998,1,18.19999959,4.636280385,34.88843155,331.2125,2,212.5,31.5,c(212.5, 31.5)
